#queryName	queryLength	firstQueryPos	lastQueryPos	hitName	hitLength	firstHitPos	lastHitPos	frame	hitDescription	numberOfHits	coverage	identity	evalue	score	hspLength	relIdentity
3102_g	924	580	822	O77308	1365	121	203	+1	ABC transporter, (TAP family), putative 	4	0.06	40	3e-13	81	83	0.49
3103_g	4782	706	4011	Q8I2G2	1340	95	1321	+1	Cytoadherence linked asexual protein 9(CLAG9) 	30	0.50	241	2e-117	430	669	0.37
3104_g	795	115	783	C0H4D6	286	60	284	+1	Probable GTP-binding protein EngB 1	30	0.79	159	3e-86	323	225	0.71
3105_g	741	7	732	D0VWV7	245	4	245	+1	Purine nucleoside phosphorylase	30	0.99	162	5e-84	315	242	0.67
3106_g	741	7	732	D0VWV7	245	4	245	+1	Purine nucleoside phosphorylase	30	0.99	162	1e-84	318	242	0.67
3107_g	1362	1	1350	Q8I4W6	390	5	387	+1	Conserved Plasmodium protein	30	1.21	168	2e-59	235	471	0.36
3108_g	1065	160	1062	Q4XXL8	373	48	373	+1	Putative uncharacterized protein	6	0.88	143	2e-66	258	328	0.44
3109_g	705	7	594	Q8I4W4	261	14	238	+1	Signal recognition particle, beta subunit, 	30	0.86	112	6e-55	219	225	0.50
3110_g	1356	304	1329	A5K8X1	755	410	752	+1	Rac-beta serine/threonine protein kinase, 	30	0.45	248	9e-136	489	343	0.73
3111_g	1449	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3112_g	1917	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3113_g	8459	3423	4442	Q8IKR4	2391	514	904	+3	Putative uncharacterized protein	3	0.17	98	3e-07	65	400	0.25
3114_g	4530	2821	3342	A5KBF8	1568	1082	1252	+1	Putative uncharacterized protein (Fragment) 	3	0.12	54	4e-11	77	181	0.30
3115_g	7704	382	7341	A2FD36	3977	74	3927	+1	Viral A-type inclusion protein, putative 	30	0.61	461	2e-62	248	2421	0.20
3116_g	9012	4522	6648	A5K7T0	2280	977	1722	+1	Putative uncharacterized protein	17	0.25	285	8e-158	565	563	0.51
3117_g	1284	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3118_g	4692	1684	4689	Q8IID5	1617	615	1617	+1	Calcium-dependent protein kinase, putative 	30	0.66	537	0	887	1063	0.51
3119_g	777	106	396	Q7RFZ1	770	111	291	+1	Blood-stage membrane protein Ag-1	2	0.10	44	6e-09	66	77	0.58
3120_g	7713	16	7389	C6KSR4	2414	2	2332	+1	Putative uncharacterized protein	30	0.28	295	6e-144	519	686	0.44
3121_g	1296	10	990	Q8IDQ5	1446	21	356	+1	DNA helicase, putative	6	0.24	139	2e-55	222	342	0.41
3122_g	3006	67	2997	B3L8G5	1445	431	1445	+1	DNA helicase, putative	30	0.71	504	0	945	1031	0.49
3123_g	792	79	789	B3L8G4	311	76	311	+1	Putative uncharacterized protein	13	0.76	173	2e-101	374	237	0.73
3124_g	1647	1	1638	Q4Z6K5	571	1	566	+1	UDP-N-acetylglucosamine pyrophosphorylase, 	30	1.02	240	7e-125	453	581	0.42
3125_g	331	2	262	Q2IIW0	486	27	279	-1	Putative uncharacterized protein (Precursor) 	30	0.17	69	9e-40	167	84	0.83
3126_g	6210	151	6198	Q8IJ38	2240	122	2238	+1	DNA polymerase	30	0.29	294	5e-145	522	655	0.45
3127_g	840	1	837	Q8I374	279	1	279	+1	Subunit of proteaseome activator complex, 	30	1.00	214	5e-124	449	279	0.77
3128_g	2607	40	2601	Q8I375	818	14	818	+1	Translation initiation factor SUI1, putative 	30	1.10	376	4e-174	617	897	0.42
3129_g	144	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3130_g	2676	2396	2593	B0XCX1	345	1	58	+2	Putative uncharacterized protein	7	0.15	32	1e-07	65	51	0.63
3131_g	69	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3132_g	837	169	825	Q8IL91	271	51	265	+1	Putative uncharacterized protein	5	0.81	95	4e-33	147	220	0.44
3133_g	888	88	867	Q4XQ93	558	1	261	+1	Putative uncharacterized protein (Fragment) 	11	0.47	140	3e-74	283	264	0.54
3134_g	990	16	987	Q8IL90	586	237	541	+1	Putative uncharacterized protein	6	0.33	65	6e-24	117	194	0.34
3135_g	3135	37	3120	Q8IL89	973	14	969	+1	Succinyl CoA ligase, putative	30	0.52	361	0	715	507	0.72
3136_g	321	1	321	Q7RBS4	124	1	107	+1	LSU ribosomal protein L14P	30	0.86	98	2e-50	202	107	0.92
3137_g	1149	163	1101	A5K9G8	324	16	303	+1	Putative uncharacterized protein	30	0.98	125	7e-56	223	316	0.40
3138_g	597	193	588	Q8I3S0	194	59	191	+1	Putative uncharacterized protein	8	0.69	74	4e-36	155	133	0.56
3139_g	537	7	507	C0H4E9	203	18	198	+1	Putative uncharacterized protein	6	0.91	81	4e-23	112	184	0.45
3140_g	579	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3141_g	468	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3142_g	327	10	324	Q8IJW7	109	5	109	+1	Conserved Plasmodium protein	11	0.96	92	1e-47	193	105	0.88
3143_g	2868	1822	2844	Q8IJW5	1039	695	1035	+1	Conserved Plasmodium protein	8	0.33	167	2e-84	319	341	0.49
3144_g	242	1	234	Q8IJW4	543	1	77	+1	Eukaryotic translation initiation factor 	9	0.14	43	7e-18	94	78	0.56
3145_g	1968	1	621	Q8IB16	520	1	208	+1	Zinc finger C-x8-C-x5-C-x3-H type, putative 	30	0.40	162	1e-94	353	208	0.78
3146_g	351	190	348	Q4XUN4	290	238	290	+1	Putative uncharacterized protein (Fragment) 	30	0.18	42	4e-19	99	53	0.80
3147_g	1488	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3148_g	534	1	429	Q7RH30	295	134	287	+1	Putative uncharacterized protein PY04165 	15	0.53	104	5e-43	178	157	0.67
3149_g	1413	256	1407	Q8I0X4	601	222	599	+1	tRNA dimethylallyltransferase	30	0.66	204	5e-106	390	396	0.52
3150_g	1398	70	1092	Q7RH32	390	19	378	+1	Ring-infected erythrocyte surface antigen 	14	0.94	120	7e-40	170	368	0.33
3151_g	510	25	486	A5K267	236	21	174	+1	Putative uncharacterized protein	30	0.65	94	3e-60	235	154	0.62
3152_g	1128	37	1125	C6KT68	371	38	371	+1	Ferredoxin NADP reductase	30	0.57	119	3e-61	241	212	0.57
3153_g	339	1	294	B3L7H8	823	2	99	+1	Putative uncharacterized protein	7	0.12	47	1e-16	90	100	0.47
3154_g	369	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3155_g	1806	406	990	Q4XZ44	757	484	677	+1	Putative uncharacterized protein	30	0.26	99	5e-36	158	199	0.50
3156_g	759	187	537	Q8I5P6	293	82	198	+1	Conserved Plasmodium membrane protein 	5	0.40	80	1e-42	178	117	0.69
3157_g	2319	277	1941	Q8I5P7	618	80	555	+1	Serine--tRNA ligase, cytoplasmic	30	0.40	175	7e-95	354	246	0.72
3158_g	2079	76	2073	B3LCF3	595	17	594	+1	Receptor putative	15	0.74	277	4e-118	431	443	0.63
3159_g	291	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3160_g	219	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3161_g	847	397	753	Q8I5A3	1824	757	873	+1	Asparagine-rich protein, putative	8	0.07	41	2e-11	75	120	0.35
3162_g	3446	161	637	Q7RGI9	591	296	428	+2	Putative uncharacterized protein PY04358 	4	0.27	40	1e-07	65	159	0.26
3163_g	2076	16	897	A5K2Q0	518	4	295	+1	Exosome complex exonuclease, putative 	30	0.57	163	4e-96	358	294	0.56
3164_g	2541	451	2538	Q8ID61	880	139	880	+1	Aldo-keto reductase, putative	30	0.84	508	0	1017	742	0.69
3165_g	498	1	495	A5K2Q3	205	1	205	+1	DNA-directed RNA polymerase II 23 kDa 	30	1.00	131	7e-66	254	205	0.64
3166_g	312	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3167_g	554	185	422	A7AR26	112	3	110	+2	Senescence-associated protein, putative 	30	0.29	28	5e-16	61	32	0.88
3168_g	225	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3169_g	6840	4450	5328	I2H7C0	987	495	784	+1	Uncharacterized protein	7	0.32	72	2e-08	68	318	0.23
3170_g	240	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3171_g	2252	608	877	A0NG98	148	12	113	-2	AGAP009139-PA (Fragment)	9	0.61	53	1e-09	71	90	0.59
3172_g	459	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3173_g	1014	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3174_g	1008	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3175_g	69	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3176_g	4380	2305	4104	Q7RLU2	742	55	652	+1	Putative uncharacterized protein PY02447 	30	0.81	438	0	861	600	0.73
3177_g	2745	22	1122	Q8IBV2	403	9	393	+1	Transcription elongation factor s-II, 	30	0.96	198	7e-99	367	386	0.52
3178_g	3327	586	1833	Q4XQM1	658	306	657	+1	Helicase, belonging to UvrD family, putative 	30	0.64	186	8e-79	301	418	0.45
3179_g	3807	2644	3768	Q4Y847	380	9	375	+1	Putative uncharacterized protein (Fragment) 	7	1.02	114	7e-39	169	388	0.30
3180_g	399	1	397	Q8ILL6	284	68	221	+1	Calcium/calmodulin-dependent protein kinase, 	30	0.42	89	5e-46	188	118	0.76
3181_g	4149	580	3879	Q8ILL5	1558	296	1473	+1	Putative uncharacterized protein	9	0.18	127	2e-43	184	284	0.45
3182_g	1536	1	1533	Q7RIV3	493	1	493	+1	Putative uncharacterized protein PY03513 	18	1.04	326	0	642	511	0.64
3183_g	471	190	468	Q4Z712	197	6	197	+1	Putative uncharacterized protein (Fragment) 	7	0.42	49	7e-21	104	82	0.60
3184_g	2280	1	2277	Q8IB60	759	1	759	+1	PfSec23 protein	30	1.00	699	0	1426	759	0.93
3185_g	1941	196	1935	Q4Y084	553	37	551	+1	Glutamyl-tRNA(Gln) amidotransferase subunit 	30	1.07	291	4e-121	441	590	0.50
3186_g	717	1	264	Q4YTT2	129	1	96	+1	Putative uncharacterized protein	14	0.74	60	1e-27	128	96	0.63
3187_g	1669	224	1633	Q8I1S4	1465	1018	1459	+2	DNA replication licensing factor, putative 	30	0.13	138	4e-76	291	189	0.74
3188_g	1359	103	981	Q8I1S4	1465	346	654	+1	DNA replication licensing factor, putative 	30	0.21	161	3e-71	275	311	0.52
3189_g	873	94	516	Q8I1S4	1465	12	147	+1	DNA replication licensing factor, putative 	6	0.10	76	7e-38	162	141	0.54
3190_g	10186	19	10176	Q8ILZ2	4405	23	3528	+1	Putative uncharacterized protein	8	0.23	245	1e-51	213	1032	0.24
3191_g	3153	19	2859	B3L694	1056	6	959	+1	Transcriptional regulator, putative	30	0.91	597	0	1202	961	0.63
3192_g	1542	19	1536	A5K9I4	805	276	804	+1	Putative uncharacterized protein	30	0.66	283	6e-165	586	531	0.54
3193_g	184	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3194_g	8829	5584	8736	Q8IID3	2467	1494	2462	+1	Myb-like DNA-binding domain, putative 	16	0.10	95	2e-30	142	253	0.38
3195_g	2661	97	2658	B3LCG8	923	19	923	+1	Putative uncharacterized protein	9	1.03	368	3e-139	501	947	0.39
3196_g	2235	862	2229	Q4XYH3	380	1	373	+1	GTP-binding protein, putative (Fragment) 	30	0.67	202	8e-111	407	256	0.79
3197_g	2745	454	2742	Q7R874	767	86	767	+1	RNA recognition motif, putative	30	0.52	223	4e-108	398	398	0.57
3198_g	234	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3199_g	4602	2218	4368	C0H4R8	1457	736	1456	+1	Serine/Threonine protein kinase, FIKK 	30	0.53	355	0	642	771	0.47
3200_g	1275	667	1269	B3KZ91	316	112	311	+1	Phosphatase, putative	9	0.64	76	7e-34	150	201	0.38
3201_g	408	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3202_g	408	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3203_g	1230	247	1206	Q7RBD6	502	133	450	+1	Lipoyl synthase, apicoplast	30	0.64	262	2e-145	521	320	0.82
3204_g	4005	1036	4002	Q8IDP9	1244	230	1244	+1	Putative uncharacterized protein	8	0.34	206	8e-107	394	418	0.50
3205_g	656	1	654	Q7RCA2	875	1	180	+1	Putative uncharacterized protein PY05882 	6	0.25	92	3e-35	153	222	0.42
3206_g	1755	1	1647	Q8IDD0	906	330	859	+1	DNA helicase, putative	30	0.61	402	0	826	549	0.74
3207_g	2763	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3208_g	1623	250	840	Q9U0H0	778	284	482	+1	Putative uncharacterized protein	14	0.26	117	6e-66	257	199	0.59
3209_g	879	202	867	Q9U0G9	336	112	333	+1	Mitochondrial ribosomal protein S12, putative 	30	0.66	185	1e-104	384	222	0.84
3210_g	1038	7	1023	Q4Y3I1	340	1	337	+1	Putative uncharacterized protein	6	1.00	152	3e-81	307	340	0.45
3211_g	1410	16	1392	Q8IIX6	660	150	658	+1	Flavoprotein, putative	30	0.78	172	2e-62	245	513	0.34
3212_g	7422	526	3984	Q8ILR9	4662	2482	4170	+1	Protein PF14_0175	30	0.24	233	1e-22	116	1122	0.21
3213_g	1767	103	1020	Q7RDH5	4236	1571	1852	+1	Putative uncharacterized protein PY05447 	3	0.07	77	6e-08	65	314	0.25
3214_g	1098	1	1095	A5K4V3	393	1	393	+1	26S proteasome regulatory complex subunit, 	30	1.00	278	2e-148	530	393	0.71
3215_g	6294	1537	6285	Q8II70	1846	486	1841	+1	Conserved Plasmodium protein	7	0.10	112	4e-63	250	181	0.62
3216_g	1206	58	1161	G0QMF1	943	580	931	+1	Putative uncharacterized protein	1	0.41	99	1e-07	63	382	0.26
3217_g	3690	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3218_g	1194	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3219_g	2487	1	2484	B3L1M7	638	1	638	+1	ROI kinase-like protein, putative	30	0.50	222	1e-131	476	320	0.70
3220_g	2559	739	1800	Q7RB62	1182	786	1074	+1	Putative uncharacterized protein PY06286 	18	0.31	142	2e-59	236	364	0.40
3221_g	2319	832	2055	Q4Y558	762	41	394	+1	Putative uncharacterized protein	5	0.55	108	7e-25	121	418	0.26
3222_g	696	22	681	Q8IDJ3	261	8	222	+1	Putative uncharacterized protein	1	0.85	57	1e-13	81	222	0.26
3223_g	5253	1	5247	Q8IDI9	1860	1	1833	+1	Phosphatidylinositol transfer protein, 	30	0.15	206	2e-113	417	274	0.76
3224_g	2472	1	2469	A5JZZ6	809	1	809	+1	Putative uncharacterized protein	6	0.59	204	2e-97	362	477	0.43
3225_g	549	55	441	Q8I5L9	349	58	226	+1	Conserved Plasmodium protein	10	0.48	100	5e-35	152	169	0.60
3226_g	405	13	402	B3LCI2	330	201	330	+1	Putative uncharacterized protein	15	0.39	99	4e-58	228	130	0.77
3227_g	8578	5692	8169	Q4YUI0	996	132	961	+1	Putative uncharacterized protein (Fragment) 	30	0.86	384	0	700	859	0.45
3228_g	826	272	823	Q8I5T5	2961	2721	2911	+2	Conserved Plasmodium protein	5	0.07	78	2e-35	154	194	0.41
3229_g	1272	49	1149	A5K282	473	34	464	+1	Putative uncharacterized protein	11	0.39	89	5e-40	171	185	0.49
3230_g	1221	1	1218	C6KT85	445	23	442	+1	Putative uncharacterized protein	30	0.96	200	3e-88	331	427	0.47
3231_g	630	1	78	B3L3D6	306	1	26	+1	Putative uncharacterized protein	3	0.08	25	4e-06	56	26	0.97
3232_g	2142	49	1197	A5K6J2	445	18	399	+1	Putative uncharacterized protein	30	0.86	225	2e-122	445	383	0.59
3233_g	186	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3234_g	1278	1	1275	Q8I331	433	1	432	+1	Putative uncharacterized protein	30	1.00	203	3e-99	367	435	0.47
3235_g	4984	370	4983	Q4Z3C2	1838	504	1820	+1	Ubiquitin carboxyl-terminal hydrolase, 	18	0.40	280	6e-129	468	731	0.39
3236_g	4593	1	3528	B3KZQ1	2966	1	1206	+1	Ubiquitin carboxyl-terminal hydrolase 	30	0.13	313	0	651	384	0.82
3237_g	357	1	354	B3L1A3	1278	1	129	+1	Putative uncharacterized protein	6	0.10	59	6e-15	85	129	0.46
3238_g	3264	916	2667	Q4Y3F0	650	29	640	+1	Putative uncharacterized protein	30	0.95	252	3e-140	505	616	0.41
3239_g	54	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3240_g	1131	1	1101	Q8IM03	382	1	366	+1	DNA-damage inducible protein, putative 	30	0.97	178	4e-84	317	371	0.48
3241_g	378	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3242_g	144	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3243_g	3321	835	3318	Q8IM05	1212	450	1212	+1	Aldo/keto reductase, putative	30	0.68	581	0	1194	828	0.71
3244_g	1578	1	1572	Q9NLB8	533	9	532	+1	EH (Eps15 homology) protein	30	0.98	407	0	855	524	0.78
3245_g	1671	73	1428	O97229	525	35	460	+1	Membrane skeletal protein IMC1-related 	30	0.87	283	7e-136	489	455	0.63
3246_g	675	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3247_g	2277	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3248_g	315	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3249_g	48	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3250_g	1110	1	933	Q8I3A7	292	1	264	+1	Putative uncharacterized protein	6	0.60	101	2e-23	115	175	0.58
3251_g	6636	1765	6633	B3L353	2317	758	2310	+1	Putative uncharacterized protein	14	0.65	535	0	760	1506	0.36
3252_g	486	1	483	Q7RQV7	161	1	161	+1	Translation initiation factor eIF-5A	30	1.00	144	5e-81	304	161	0.90
3253_g	1131	1	1122	Q8I600	279	1	275	+1	Conserved Plasmodium protein	6	0.55	87	6e-45	187	153	0.57
3254_g	2489	180	1154	A7S6C4	449	4	444	+3	Predicted protein	30	0.76	80	1e-13	84	340	0.24
3255_g	3934	1	3927	Q8II19	1744	1	1469	+1	Conserved Plasmodium protein	9	0.31	204	7e-69	268	542	0.38
3256_g	444	1	441	Q8II20	174	28	174	+1	Conserved Plasmodium protein	11	0.84	123	3e-62	242	147	0.84
3257_g	10014	46	9999	A5JZ45	3377	21	3288	+1	Putative uncharacterized protein	30	0.42	583	0	1040	1413	0.42
3301_g	8073	64	7953	B3L3N8	3220	33	3175	+1	Kinesin-like protein, putative	30	0.20	180	2e-58	235	650	0.28
3302_g	2628	1267	2625	A5K6E4	824	372	824	+1	ATP-dependent heat shock protein, putative 	30	0.55	420	0	841	453	0.93
3303_g	855	4	465	A5K6E3	302	4	161	+1	Putative uncharacterized protein	30	0.52	88	6e-43	179	158	0.56
3304_g	2637	1	2577	Q8I379	1133	291	1129	+1	GTPase activator, putative	30	0.26	239	1e-138	499	292	0.82
3305_g	603	82	585	Q8I379	1133	60	273	+1	GTPase activator, putative	13	0.19	64	1e-14	84	217	0.30
3306_g	2070	334	2058	Q4Z1E2	616	71	612	+1	PDZ domain protein, putative	12	0.96	319	2e-160	572	590	0.55
3307_g	519	1	513	Q9NLB6	170	1	169	+1	Putative uncharacterized protein	8	1.01	96	2e-42	176	171	0.57
3308_g	1053	133	564	O97234	1446	995	1157	+1	Putative uncharacterized protein	6	0.11	58	9e-18	96	163	0.36
3309_g	2567	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3310_g	489	7	486	Q7REC3	161	2	161	+1	Ribosomal protein L21e, putative	30	0.99	114	4e-64	248	160	0.72
3311_g	789	4	402	Q4YAT1	174	3	130	+1	Basic transcription factor 3b, putative 	10	0.76	57	5e-16	90	133	0.43
3312_g	1182	1	1161	Q8IBM9	393	1	387	+1	Conserved GTP-binding protein, putative 	30	0.98	307	0	640	387	0.80
3313_g	822	1	807	B3L0B4	278	1	278	+1	Cell cycle control protein cwf15 homologue,putative 	11	0.38	65	1e-20	105	106	0.62
3314_g	1848	166	1647	Q8IBM7	602	59	573	+1	BING4 (NUC141) WD-40 repeat protein, putative 	30	0.87	310	3e-171	607	521	0.60
3315_g	6618	427	5457	C4M610	1813	110	1752	+1	Viral A-type inclusion protein repeat, 	30	0.94	321	3e-39	171	1705	0.19
3316_g	699	367	672	C6KSZ9	1185	777	863	+1	Putative uncharacterized protein	30	0.07	47	1e-22	111	84	0.56
3317_g	111	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3318_g	1635	1	1626	Q8IJR5	520	92	518	+1	Conserved Plasmodium protein	5	0.26	84	5e-44	184	133	0.64
3319_g	3678	1	3672	Q8IJR4	1220	1	1219	+1	WD-repeat protein, putative	30	1.07	549	0	905	1311	0.42
3320_g	324	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3321_g	138	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3322_g	5484	1510	5478	Q7PDL5	1567	502	1566	+1	ERYTHROCYTE MEMBRANE PROTEIN PFEMP3	12	0.25	138	2e-33	151	398	0.35
3323_g	3420	4	1221	C0H4U8	999	357	749	+1	Putative uncharacterized protein MAL8P1.80:exon:10 	5	0.44	140	7e-43	182	437	0.33
3324_g	684	85	372	C0H4U8	999	202	296	+1	Putative uncharacterized protein MAL8P1.80:exon:10 	5	0.10	48	1e-19	101	96	0.50
3325_g	303	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3326_g	63	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3327_g	1371	7	552	Q4Y1V4	199	14	199	+1	Putative uncharacterized protein	30	0.94	75	9e-32	143	187	0.41
3328_g	1389	130	1083	Q8I237	367	46	362	+1	Transcription initiation factor TFIIB, 	30	0.87	232	1e-132	479	318	0.73
3329_g	303	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3330_g	1869	670	1824	Q964F5	600	163	584	+1	Merozoite surface protein 8	30	0.72	108	4e-27	129	431	0.26
3331_g	1206	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3332_g	1449	70	342	B3L6P9	755	358	448	+1	Putative uncharacterized protein	5	0.12	48	1e-12	80	91	0.53
3333_g	1311	49	201	Q8ILL8	1465	13	63	+1	Putative uncharacterized protein	1	0.03	27	4e-07	61	51	0.53
3334_g	1656	7	1641	Q8ILL9	959	354	921	+1	Serine/threonine-protein phosphatase	30	0.60	360	0	716	578	0.63
3335_g	315	1	312	Q8ILL9	959	1	126	+1	Serine/threonine-protein phosphatase	2	0.13	48	2e-11	73	126	0.39
3336_g	315	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3337_g	318	112	303	Q8I3H5	548	36	103	+1	Sugar transporter, putative	2	0.12	31	6e-07	58	68	0.46
3338_g	330	6	259	Q8I3H5	548	255	346	-2	Sugar transporter, putative	1	0.06	27	4e-11	60	35	0.78
3339_g	402	1	375	Q8I3H5	548	417	541	+1	Sugar transporter, putative	3	0.23	69	6e-26	121	125	0.56
3340_g	903	31	864	A5K967	272	1	258	+1	Putative uncharacterized protein	14	1.04	128	6e-67	259	282	0.46
3341_g	1213	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3342_g	1934	593	1927	Q22TP0	480	62	480	+2	Bifunctional endo-1,4-beta-xylanase xylA, 	30	0.77	75	7e-13	81	371	0.21
3343_g	4114	1291	1827	Q7RK50	2522	231	456	+1	Putative uncharacterized protein PY03053 	30	0.09	100	6e-44	186	226	0.45
3344_g	171	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3345_g	1329	1	1002	A2DLG0	3369	2320	2636	+1	Viral A-type inclusion protein, putative 	30	0.10	76	1e-09	70	344	0.23
3346_g	3615	427	3231	A2FD36	3977	40	3872	+1	Viral A-type inclusion protein, putative 	30	0.26	220	4e-37	163	1019	0.22
3347_g	2447	477	2306	O97291	1946	1009	1625	+3	Putative uncharacterized protein	30	0.34	156	3e-19	103	663	0.24
3348_g	450	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3349_g	6315	2725	6306	B3LAI4	1961	865	1960	+1	Putative uncharacterized protein	16	0.63	417	2e-153	550	1237	0.34
3350_g	474	1	471	A5K142	205	26	205	+1	Glutathione s-transferase, putative	30	0.88	135	5e-73	278	180	0.75
3351_g	2007	1114	1995	Q8I515	1991	1726	1989	+1	Conserved Plasmodium protein	3	0.16	93	1e-21	110	319	0.30
3352_g	4575	2947	3882	A5K8R7	2152	1033	1341	+1	Putative uncharacterized protein	14	0.15	192	3e-104	386	322	0.60
3353_g	78	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
3354_g	1386	1	432	B3L609	471	1	143	+1	Putative uncharacterized protein	7	0.31	86	4e-23	115	144	0.60
3355_g	5337	1249	5331	B3L610	1669	236	1626	+1	Putative uncharacterized protein	30	0.85	465	0	720	1421	0.33
3356_g	2256	847	2241	Q8I3P2	763	299	759	+1	Putative uncharacterized protein	11	0.62	184	4e-74	285	476	0.39
3357_g	360	1	357	Q8I3P1	116	1	116	+1	Putative uncharacterized protein	4	1.03	58	5e-22	108	119	0.49
